algo,feature_set,feature,importance,std,rank
random_forest,full,AMT_REQ_CREDIT_BUREAU_MON,2.9647177713587603e-06,3.46355251672617e-05,53
random_forest,full,bureau_overdue_loan_count,0.0,0.0,54
random_forest,full,bureau_overdue_income_ratio,0.0,0.0,55
random_forest,full,BUREAU_TOTAL_OVERDUE,0.0,0.0,56
random_forest,full,FLAG_DOCUMENT_5,0.0,0.0,57
random_forest,full,bureau_overdue_loan_share,0.0,0.0,58
random_forest,full,REG_REGION_NOT_LIVE_REGION,0.0,0.0,59
random_forest,full,REG_REGION_NOT_WORK_REGION,0.0,0.0,60
random_forest,full,FLAG_EMAIL,0.0,0.0,61
random_forest,full,BUREAU_MAX_DAYS_OVERDUE,0.0,0.0,62
random_forest,full,AMT_REQ_CREDIT_BUREAU_WEEK,0.0,0.0,63
random_forest,full,BUREAU_OVERDUE_LOAN_COUNT,-1.3058795471448947e-05,1.1283457019473244e-05,64
random_forest,full,DEF_30_CNT_SOCIAL_CIRCLE,-1.929973560148568e-05,0.0001343105957877035,65
random_forest,full,LIVE_REGION_NOT_WORK_REGION,-3.6144927456605024e-05,3.5864868546105304e-05,66
random_forest,full,REG_CITY_NOT_LIVE_CITY,-5.0009988855159725e-05,0.00032143107584393433,67
random_forest,full,OBS_30_CNT_SOCIAL_CIRCLE,-8.004908109069398e-05,0.0001019897012382355,68
random_forest,full,AMT_REQ_CREDIT_BUREAU_QRT,-8.046952488480197e-05,5.0290389258562586e-05,69
random_forest,full,FLAG_OWN_REALTY,-9.517066047342592e-05,0.00012706341544819517,70
random_forest,full,FLAG_DOCUMENT_8,-9.764657176861702e-05,0.00011465194706834742,71
random_forest,full,DEF_60_CNT_SOCIAL_CIRCLE,-0.00011052090806430992,9.797846099853236e-05,72
random_forest,full,FLAG_EMP_PHONE,-0.00011191312033751455,0.0004778404965089032,73
random_forest,full,income_per_capita_ratio,-0.00011435085827384838,0.00039348480380965375,74
random_forest,full,EXT_SOURCE_3_MISSING,-0.00011950835399354709,0.00017488701005065482,75
random_forest,full,LIVINGAREA_AVG,-0.00021422335359144729,0.0012543661436046059,76
random_forest,full,DAYS_REGISTRATION,-0.0002718099450563005,0.0012852825783699882,77
random_forest,full,EMERGENCYSTATE_MODE,-0.0003199435673526707,0.0003496356838734989,78
random_forest,full,HOUR_APPR_PROCESS_START,-0.0003531002604223954,0.0004883327757497027,79
random_forest,full,NONLIVINGAREA_AVG,-0.00046373171308611294,0.0006394664164573861,80
random_forest,full,BUREAU_LOAN_COUNT,-0.0005386025663603411,0.0003862341597853371,81
random_forest,full,WEEKDAY_APPR_PROCESS_START,-0.0006415815757021493,0.0002554973513322734,82
random_forest,full,DAYS_ID_PUBLISH,-0.0010885860818306893,0.0013052753664798413,83
random_forest,full,DAYS_LAST_PHONE_CHANGE,-0.0014418913370630227,0.001443243873199525,84
xgboost,reduced,credit_term_implied,0.05983166968815203,0.0037159882608507177,1
xgboost,reduced,bureau_credit_income_ratio,0.03241925204320849,0.003238587461137892,2
xgboost,reduced,bureau_debt_income_ratio,0.02910841555328758,0.004401796261733713,3
xgboost,reduced,bureau_active_loan_count,0.011686765958867668,0.0026294561861510057,4
xgboost,reduced,age_years,0.009049129829069736,0.002847749739199809,5
xgboost,reduced,dti,0.006787305591049586,0.0020870134539747397,6
xgboost,reduced,bureau_loan_count,0.0058565724582283095,0.0018491979508802525,7
xgboost,reduced,employment_years,0.005808376077766858,0.003535141835607399,8
xgboost,reduced,credit_income_ratio,0.0037063874045366375,0.0019078321286934428,9
xgboost,reduced,employment_ratio,0.002292452904863196,0.0019472338279294522,10
xgboost,reduced,children_ratio,0.0005543574099415415,0.0008376751730979653,11
xgboost,reduced,bureau_has_overdue,0.0,0.0,12
xgboost,reduced,bureau_no_record,-5.51797410269228e-06,3.7009947193423194e-05,13
xgboost,reduced,bureau_overdue_loan_count,-0.0010230947605755047,0.0001489683718101859,14
xgboost,reduced,bureau_overdue_income_ratio,-0.0016740991596965848,0.0002731524492885509,15
xgboost,reduced,bureau_overdue_loan_share,-0.0019984159621794506,0.0004188230226464234,16
xgboost,full,EXT_SOURCE_2,0.05368666421747663,0.0064057285472339754,1
xgboost,full,EXT_SOURCE_3,0.040077658479470216,0.0032792588077648266,2
xgboost,full,credit_term_implied,0.024073294484950186,0.004440166028789752,3
xgboost,full,EXT_SOURCE_1,0.017512948981967202,0.0021187939280993178,4
xgboost,full,DAYS_BIRTH,0.014947886997617987,0.0015473692439062236,5
xgboost,full,BUREAU_TOTAL_CREDIT,0.008515447215781508,0.0022570675168330453,6
