algo,feature_set,feature,importance,rank
xgboost,full,NAME_INCOME_TYPE,0.01197198498994112,22
xgboost,full,bureau_credit_income_ratio,0.011834535747766495,23
xgboost,full,OCCUPATION_TYPE_MISSING,0.01127924956381321,24
xgboost,full,BUREAU_HISTORY_YEARS,0.011274953372776508,25
xgboost,full,bureau_debt_income_ratio,0.011269996874034405,26
xgboost,full,AMT_ANNUITY,0.01117012556642294,27
xgboost,full,BUREAU_NO_RECORD,0.010993896052241325,28
xgboost,full,AMT_REQ_CREDIT_BUREAU_QRT,0.010948487557470798,29
xgboost,full,OCCUPATION_TYPE,0.010754701681435108,30
xgboost,full,AMT_CREDIT,0.01061257440596819,31
xgboost,full,BUREAU_MAX_DAYS_OVERDUE,0.01037017721682787,32
xgboost,full,ELEVATORS_AVG,0.010262817144393921,33
xgboost,full,BUREAU_TOTAL_DEBT,0.010085532441735268,34
xgboost,full,DAYS_LAST_PHONE_CHANGE,0.009905596263706684,35
xgboost,full,DAYS_ID_PUBLISH,0.009888972155749798,36
xgboost,full,dti,0.009875169023871422,37
xgboost,full,TOTALAREA_MODE,0.009733268991112709,38
xgboost,full,ENTRANCES_AVG,0.00946905929595232,39
xgboost,full,ORGANIZATION_TYPE,0.009352321736514568,40
xgboost,full,income_per_capita_ratio,0.009204482659697533,41
xgboost,full,REGION_POPULATION_RELATIVE,0.00919463112950325,42
xgboost,full,EXT_SOURCE_3_MISSING,0.009190541692078114,43
xgboost,full,BASEMENTAREA_AVG,0.009131905622780323,44
xgboost,full,credit_income_ratio,0.009109027683734894,45
xgboost,full,FLOORSMAX_AVG,0.009097075089812279,46
xgboost,full,AMT_REQ_CREDIT_BUREAU_YEAR,0.009025057777762413,47
xgboost,full,FLAG_EMP_PHONE,0.009019527584314346,48
xgboost,full,LIVINGAREA_AVG,0.008974023163318634,49
xgboost,full,NAME_TYPE_SUITE,0.008938135579228401,50
xgboost,full,DAYS_REGISTRATION,0.00885692797601223,51
xgboost,full,LANDAREA_AVG,0.008845997042953968,52
xgboost,full,BUREAU_LOAN_COUNT,0.0087858522310853,53
xgboost,full,bureau_overdue_loan_share,0.008778669871389866,54
xgboost,full,YEARS_BEGINEXPLUATATION_AVG,0.008736125193536282,55
xgboost,full,AMT_REQ_CREDIT_BUREAU_MON,0.00869655329734087,56
xgboost,full,FLAG_EMAIL,0.008695363067090511,57
xgboost,full,WALLSMATERIAL_MODE,0.008633601479232311,58
xgboost,full,FLAG_OWN_REALTY,0.00852483231574297,59
xgboost,full,EMERGENCYSTATE_MODE,0.008460825309157372,60
xgboost,full,APARTMENTS_AVG,0.008421824313700199,61
xgboost,full,HOUR_APPR_PROCESS_START,0.00842150766402483,62
xgboost,full,AMT_INCOME_TOTAL,0.008394419215619564,63
xgboost,full,REG_REGION_NOT_LIVE_REGION,0.00831312034279108,64
xgboost,full,BUREAU_TOTAL_OVERDUE,0.008304114453494549,65
xgboost,full,CNT_FAM_MEMBERS,0.008226124569773674,66
xgboost,full,REG_CITY_NOT_WORK_CITY,0.008179058320820332,67
xgboost,full,NONLIVINGAREA_AVG,0.008085666224360466,68
xgboost,full,FLAG_PHONE,0.008042162284255028,69
xgboost,full,AMT_REQ_CREDIT_BUREAU_WEEK,0.007955968379974365,70
xgboost,full,NAME_HOUSING_TYPE,0.00788306724280119,71
xgboost,full,CNT_CHILDREN,0.007808834780007601,72
xgboost,full,OBS_30_CNT_SOCIAL_CIRCLE,0.007801669184118509,73
xgboost,full,WEEKDAY_APPR_PROCESS_START,0.007619657553732395,74
xgboost,full,FLAG_DOCUMENT_8,0.007487781345844269,75
xgboost,full,FLAG_DOCUMENT_6,0.007427634205669165,76
xgboost,full,HOUSETYPE_MODE,0.007017739582806826,77
xgboost,full,LIVE_CITY_NOT_WORK_CITY,0.006897815503180027,78
xgboost,full,FLAG_DOCUMENT_5,0.006892530247569084,79
xgboost,full,LIVE_REGION_NOT_WORK_REGION,0.006797280162572861,80
xgboost,full,REG_REGION_NOT_WORK_REGION,0.005684408359229565,81
xgboost,full,BUREAU_OVERDUE_LOAN_COUNT,0.0047456431202590466,82
